"status","family","pval","qval","gene_short_name","is.feature","score","dir"
"APIP","OK","negbinomial.size",0.00446828220933009,0.0145679490553883,"APIP",FALSE,4.22893143358461,-1
"XPA","OK","negbinomial.size",0.00449692386055411,0.0146553501507699,"XPA",FALSE,-4.22294981218285,1
"ADRBK1","OK","negbinomial.size",0.00449957672186697,0.0146580177678104,"ADRBK1",FALSE,4.22276780532132,-1
"YWHAG","OK","negbinomial.size",0.00451364745332485,0.0146978634064869,"YWHAG",FALSE,-4.22005314225876,1
"U2AF1","OK","negbinomial.size",0.00454853718025444,0.0148054422026123,"U2AF1",FALSE,4.21276044941045,-1
"CNIH1","OK","negbinomial.size",0.00457898395017456,0.0148984775023798,"CNIH1",FALSE,4.2064962522999,-1
"KIF13B","OK","negbinomial.size",0.00464672322080833,0.0151127249725191,"KIF13B",TRUE,-4.19221817663298,1
"EMC8","OK","negbinomial.size",0.0046578726758225,0.0151428236584612,"EMC8",FALSE,-4.19022854516152,1
"SLC25A11","OK","negbinomial.size",0.00468907651818512,0.0152355958380489,"SLC25A11",FALSE,-4.1841207574931,1
"KIAA0930","OK","negbinomial.size",0.00469022222019775,0.0152355958380489,"KIAA0930",FALSE,4.1841207574931,-1
"RTFDC1","OK","negbinomial.size",0.00469513797385166,0.0152453667407756,"RTFDC1",FALSE,4.18347964236846,-1
"TMEM106C","OK","negbinomial.size",0.0047022733169164,0.015262333905556,"TMEM106C",TRUE,-4.18236732212338,1
"TM2D2","OK","negbinomial.size",0.00471244886416744,0.0152891509839878,"TM2D2",FALSE,-4.18061178811801,1
"MDH1","OK","negbinomial.size",0.0047583139805971,0.0154290509856464,"MDH1",FALSE,-4.17150311899327,1
"MARCH2","OK","negbinomial.size",0.00475943069448359,0.0154290509856464,"MARCH2",FALSE,-4.17150311899327,1
"KPNA2","OK","negbinomial.size",0.0047638209829993,0.0154370208739446,"KPNA2",TRUE,-4.1709867015812,1
"FOXP1","OK","negbinomial.size",0.00477011976965783,0.0154511662259164,"FOXP1",FALSE,4.17007079460906,-1
"ARMC10","OK","negbinomial.size",0.00480746549240854,0.015565825263305,"ARMC10",FALSE,4.16267745604405,-1
"MCL1","OK","negbinomial.size",0.00481401829706517,0.0155807291259003,"MCL1",FALSE,4.1617204407963,-1
"HIPK1","OK","negbinomial.size",0.00486155066860182,0.0157281989444523,"HIPK1",FALSE,4.152300066595,-1
"AFMID","OK","negbinomial.size",0.00488445368993468,0.0157921312920826,"AFMID",FALSE,4.14824348249055,-1
"MRPL40","OK","negbinomial.size",0.0048852644918068,0.0157921312920826,"MRPL40",FALSE,-4.14824348249055,1
"TMEM41A","OK","negbinomial.size",0.00493087984875602,0.0159331422852444,"TMEM41A",FALSE,-4.13935391869056,1
"ZCCHC10","OK","negbinomial.size",0.00494333316137974,0.0159669261489836,"ZCCHC10",FALSE,-4.13723581186332,1
"GLTP","OK","negbinomial.size",0.0049856209092242,0.0160970087618629,"GLTP",FALSE,-4.12912181544168,1
"PLOD2","OK","negbinomial.size",0.00501692314948982,0.0161915318608938,"PLOD2",FALSE,0,0
"RIOK3","OK","negbinomial.size",0.0050253538016909,0.0162121930679499,"RIOK3",FALSE,-4.12199166133375,1
"RNF130","OK","negbinomial.size",0.00502936418373094,0.0162185832091178,"RNF130",FALSE,-4.12159758249974,1
"TRIB1","OK","negbinomial.size",0.00504057567205564,0.0162481807968522,"TRIB1",FALSE,-4.11977432743631,1
"RRAGC","OK","negbinomial.size",0.0050991657206239,0.0164304166425426,"RRAGC",FALSE,-4.10862098860917,1
"MON1B","OK","negbinomial.size",0.0051257247205272,0.0165093374613998,"MON1B",FALSE,-4.10382915138894,1
"UBE2I","OK","negbinomial.size",0.00513125982191234,0.0165143492074689,"UBE2I",FALSE,-4.10352562706364,1
"PCNXL4","OK","negbinomial.size",0.00513141397599114,0.0165143492074689,"PCNXL4",FALSE,4.10352562706364,-1
"CDKN2AIPNL","OK","negbinomial.size",0.00513674991269933,0.0165248665669808,"CDKN2AIPNL",FALSE,4.10288896789237,-1
"TBRG1","OK","negbinomial.size",0.00517086355903827,0.0166279157747585,"TBRG1",FALSE,4.09667232287048,-1
"SFXN2","OK","negbinomial.size",0.00517669910283907,0.0166399849279111,"SFXN2",FALSE,-4.09594674936406,1
"MIIP","OK","negbinomial.size",0.00518544079694237,0.0166613821505293,"MIIP",FALSE,-4.09466168346797,1
"ARL1","OK","negbinomial.size",0.00519150710888269,0.0166711606985014,"ARL1",FALSE,-4.09407495665886,1
"WBP2","OK","negbinomial.size",0.00519265661100863,0.0166711606985014,"WBP2",FALSE,-4.09407495665886,1
"STX12","OK","negbinomial.size",0.00522602486446961,0.0167648192260043,"STX12",FALSE,-4.08847268194318,1
"SCCPDH","OK","negbinomial.size",0.00522422427812075,0.0167648192260043,"SCCPDH",FALSE,-4.08847268194318,1
"FBXO2","OK","negbinomial.size",0.00525149794632504,0.0168397753166466,"FBXO2",FALSE,0,0
"TMCO1","OK","negbinomial.size",0.00526616209216845,0.0168800245802319,"TMCO1",FALSE,4.08162433364051,-1
"GTF3C5","OK","negbinomial.size",0.0052787012827762,0.0169134330195127,"GTF3C5",FALSE,4.07964711955604,-1
"FAM134A","OK","negbinomial.size",0.00528271596712862,0.0169195123420139,"FAM134A",FALSE,-4.07928774661338,1
"LAMC1","OK","negbinomial.size",0.00529076796092643,0.0169385123300333,"LAMC1",FALSE,-4.07816541356543,1
"SEPT9","OK","negbinomial.size",0.00531059563343812,0.0169951821012431,"SEPT9",FALSE,-4.07482538090217,1
"DEXI","OK","negbinomial.size",0.00531328517237415,0.0169969823108254,"DEXI",FALSE,0,0
"TXNL4B","OK","negbinomial.size",0.00531618316734993,0.0169994476551794,"TXNL4B",FALSE,-4.07457442632556,1
"GPX3","OK","negbinomial.size",0.00532382319749108,0.0170170684684605,"GPX3",FALSE,-4.07353841106797,1
"ZNF358","OK","negbinomial.size",0.00532822736898171,0.0170243362277221,"ZNF358",FALSE,-4.0731114157993,1
"EHD4","OK","negbinomial.size",0.00533550892699194,0.017040788103754,"EHD4",FALSE,-4.07214550843017,1
"EIF4G2","OK","negbinomial.size",0.00534162031026451,0.0170534909705648,"EIF4G2",FALSE,4.0714003472041,-1
"PSMD2","OK","negbinomial.size",0.00535150989070052,0.0170714233678993,"PSMD2",FALSE,4.07034936147518,-1
"NELFCD","OK","negbinomial.size",0.00535076081677386,0.0170714233678993,"NELFCD",FALSE,-4.07034936147518,1
"PSMC2","OK","negbinomial.size",0.00541564089819477,0.0172691087060951,"PSMC2",FALSE,-4.05883599753028,1
"GLYAT","OK","negbinomial.size",0.00541956112694153,0.017274715981408,"GLYAT",FALSE,4.05851135048191,-1
"STAT3","OK","negbinomial.size",0.00542732882837532,0.0172925776186392,"STAT3",FALSE,4.05747790892715,-1
"RAB4B","OK","negbinomial.size",0.0054374563892452,0.0173179410149296,"RAB4B",FALSE,-4.05601226196016,1
"AZI2","OK","negbinomial.size",0.00544732885408496,0.0173424720609534,"AZI2",FALSE,4.05459675372221,-1
"GPT","OK","negbinomial.size",0.00546644877820706,0.0173964126589616,"GPT",FALSE,-4.0514912630426,1
"MPDU1","OK","negbinomial.size",0.00548218547024342,0.0174395478076095,"MPDU1",FALSE,-4.04901478930021,1
"NPLOC4","OK","negbinomial.size",0.00551324791995904,0.0175313824625518,"NPLOC4",FALSE,4.04376272049153,-1
"DLGAP4","OK","negbinomial.size",0.00556231474132357,0.0176803727517568,"DLGAP4",FALSE,4.03530013875073,-1
"ATMIN","OK","negbinomial.size",0.00557065479100324,0.0176998419224282,"ATMIN",FALSE,-4.0341995703785,1
"HPN","OK","negbinomial.size",0.00557914161767629,0.0177197617912763,"HPN",FALSE,-4.03307477682579,1
"RP11-158I9.8","OK","negbinomial.size",0.00560074365172674,0.0177813041402258,"RP11-158I9.8",TRUE,-4.02960770286715,1
"PSMG3","OK","negbinomial.size",0.0056097756576223,0.0178029059889038,"PSMG3",FALSE,4.02839357720562,-1
"HIVEP1","OK","negbinomial.size",0.00565031580002792,0.0179244436514582,"HIVEP1",FALSE,0,0
"SHMT1","OK","negbinomial.size",0.0056697307345674,0.0179788961507651,"SHMT1",FALSE,-4.01855664499543,1
"SNRPD1","OK","negbinomial.size",0.00567686922633996,0.0179943919030871,"SNRPD1",FALSE,4.01769513057077,-1
"MAP1LC3B","OK","negbinomial.size",0.00568216408891984,0.0180001643017923,"MAP1LC3B",FALSE,-4.01737439325028,1
"HAO1","OK","negbinomial.size",0.00568544796617742,0.0180001643017923,"HAO1",FALSE,-4.01737439325028,1
"PRDM2","OK","negbinomial.size",0.00568496888408905,0.0180001643017923,"PRDM2",FALSE,-4.01737439325028,1
"C1orf52","OK","negbinomial.size",0.00570698417933664,0.0180611923077541,"C1orf52",FALSE,-4.01398971391698,1
"HNRNPD","OK","negbinomial.size",0.00571407055639203,0.0180764599430438,"HNRNPD",FALSE,-4.01314474279976,1
"CARS2","OK","negbinomial.size",0.00573375318876164,0.0181315479744338,"CARS2",FALSE,4.01010187592784,-1
"NR1I3","OK","negbinomial.size",0.00573881411715633,0.018140373263527,"NR1I3",FALSE,-4.00961525768617,1
"RRP7A","OK","negbinomial.size",0.00574561064389752,0.0181546756249051,"RRP7A",FALSE,4.00882714125947,-1
"GGCX","OK","negbinomial.size",0.00577881619231326,0.0182523795228361,"GGCX",FALSE,-4.00345982264006,1
"NDUFA3","OK","negbinomial.size",0.00579572698994198,0.0182985596114683,"NDUFA3",FALSE,-4.00093293198837,1
"TINF2","OK","negbinomial.size",0.00581970147198356,0.0183669962332625,"TINF2",FALSE,-3.99719990791756,1
"SERPIND1","OK","negbinomial.size",0.00586308384070284,0.018496605989363,"SERPIND1",FALSE,-3.99016802376314,1
"MRPL35","OK","negbinomial.size",0.00587537201968047,0.0185280575411471,"MRPL35",FALSE,-3.98846907196452,1
"ATP5F1","OK","negbinomial.size",0.0058885375874567,0.0185622500439316,"ATP5F1",FALSE,3.98662532815667,-1
"TRIM27","OK","negbinomial.size",0.00589467390304774,0.0185742662299899,"TRIM27",FALSE,3.98597819225468,-1
"CFLAR","OK","negbinomial.size",0.00589797585008089,0.0185773452968058,"CFLAR",FALSE,3.98581243541688,-1
"TCEA2","OK","negbinomial.size",0.00591805458418158,0.0186332443586269,"TCEA2",FALSE,-3.98280796252956,1
"WDR5","OK","negbinomial.size",0.00592502208360968,0.0186478343718491,"WDR5",FALSE,0,0
"MYO1C","OK","negbinomial.size",0.0059339538969653,0.0186685927522243,"MYO1C",FALSE,-3.98091269908324,1
"USP38","OK","negbinomial.size",0.00593946067138326,0.0186785636462116,"USP38",FALSE,-3.98037874173892,1
"HYI","OK","negbinomial.size",0.00595357583133545,0.0187155879103861,"HYI",FALSE,-3.97839852425935,1
"MARS","OK","negbinomial.size",0.00597010933578408,0.0187601823445736,"MARS",FALSE,0,0
"RALGAPA2","OK","negbinomial.size",0.00600400163202852,0.0188592677050078,"RALGAPA2",FALSE,3.97075083047297,-1
"PTEN","OK","negbinomial.size",0.00602478661490993,0.0189096896464043,"PTEN",FALSE,-3.96808080858795,1
"LSS","OK","negbinomial.size",0.00602406295065121,0.0189096896464043,"LSS",FALSE,-3.96808080858795,1
"TMEM183A","OK","negbinomial.size",0.00603543033531631,0.0189356591321212,"TMEM183A",FALSE,-3.96670840798226,1
"SLC37A4","OK","negbinomial.size",0.00615428093161289,0.0193009650410199,"SLC37A4",FALSE,-3.94760018219598,1
"TMEM50A","OK","negbinomial.size",0.00615801603416593,0.0193051024437112,"TMEM50A",FALSE,-3.94738584269047,1
"SRSF6","OK","negbinomial.size",0.00618656850467122,0.0193870074199324,"SRSF6",FALSE,-3.94315215789793,1
"CBWD5","OK","negbinomial.size",0.00620389187339184,0.0194336730538119,"CBWD5",FALSE,3.94074799311837,-1
"MAGOH","OK","negbinomial.size",0.00621796657741271,0.0194625032981218,"MAGOH",FALSE,3.9392655723617,-1
"TMEM94","OK","negbinomial.size",0.006216952351903,0.0194625032981218,"TMEM94",FALSE,-3.9392655723617,1
"PLXNB1","OK","negbinomial.size",0.00623063335118888,0.0194945149214371,"PLXNB1",FALSE,-3.93762213906093,1
"SECISBP2","OK","negbinomial.size",0.00624455861113965,0.0195304375192239,"SECISBP2",FALSE,3.93578113192646,-1
"SMC1A","OK","negbinomial.size",0.00625764901421606,0.0195560708926869,"SMC1A",FALSE,-3.93446950916048,1
"LIMD1","OK","negbinomial.size",0.00625712725828454,0.0195560708926869,"LIMD1",FALSE,-3.93446950916048,1
"PPP4R3A","OK","negbinomial.size",0.00626296120943809,0.0195650207289366,"PPP4R3A",FALSE,-3.93401196382957,1
"TAF9","OK","negbinomial.size",0.00629971380724867,0.01967214264702,"TAF9",FALSE,-3.92855172282268,1
"ITIH2","OK","negbinomial.size",0.00632556315898481,0.0197451465638467,"ITIH2",FALSE,-3.92484756143761,1
"HAGH","OK","negbinomial.size",0.00632929046421938,0.0197490668096748,"HAGH",FALSE,3.92464903889438,-1
"AP1AR","OK","negbinomial.size",0.00634504842604922,0.0197905081860107,"AP1AR",FALSE,3.92255284076807,-1
"PAPOLA","OK","negbinomial.size",0.00635567680629685,0.0198159240574007,"PAPOLA",FALSE,3.92126941919035,-1
"HNRNPU-AS1","OK","negbinomial.size",0.00636622659663349,0.0198410751691491,"HNRNPU-AS1",FALSE,-3.92000098660034,1
"HSD11B1","OK","negbinomial.size",0.00638959797058223,0.0199061510264805,"HSD11B1",FALSE,-3.9167264982042,1
"ILF3-AS1","OK","negbinomial.size",0.00640111873924813,0.019934271179007,"ILF3-AS1",TRUE,3.91531485868637,-1
"CISH","OK","negbinomial.size",0.00643558945881687,0.0200338119849652,"CISH",FALSE,-3.91033383363419,1
"PRKACA","OK","negbinomial.size",0.00644828935597094,0.0200655296898613,"PRKACA",FALSE,-3.9087518769144,1
"KLF16","OK","negbinomial.size",0.00647207344492972,0.0201317006222006,"KLF16",FALSE,-3.90545956092166,1
"ESYT1","OK","negbinomial.size",0.00649921720515746,0.0202082664149468,"ESYT1",FALSE,-3.9016635298234,1
"UBR3","OK","negbinomial.size",0.00650641701496853,0.0202227842732841,"UBR3",FALSE,-3.90094537589397,1
"FBXO4","OK","negbinomial.size",0.00651774211374175,0.0202501077880678,"FBXO4",FALSE,-3.89959516257621,1
"DPYS","OK","negbinomial.size",0.00653205395650353,0.0202788046489587,"DPYS",FALSE,-3.89817904435536,1
"KLF2","OK","negbinomial.size",0.00653013320755762,0.0202788046489587,"KLF2",TRUE,3.89817904435536,-1
"BRIX1","OK","negbinomial.size",0.00656081927828415,0.0203601968360267,"BRIX1",TRUE,-3.89417341956528,1
"ZNF721","OK","negbinomial.size",0.00658907891061249,0.0204395329711589,"ZNF721",FALSE,-3.8902843626768,1
"SREBF2","OK","negbinomial.size",0.00659149999582987,0.0204395329711589,"SREBF2",FALSE,3.8902843626768,-1
"C4orf32","OK","negbinomial.size",0.00661426762443908,0.0205021771089576,"C4orf32",FALSE,3.88722419803969,-1
"HNRNPF","OK","negbinomial.size",0.0066992685918059,0.0207495619166084,"HNRNPF",FALSE,3.87523014498091,-1
"RALGPS2","OK","negbinomial.size",0.00670186701373624,0.0207495619166084,"RALGPS2",FALSE,-3.87523014498091,1
"PHYHD1","OK","negbinomial.size",0.0067005804957827,0.0207495619166084,"PHYHD1",TRUE,3.87523014498091,-1
"CPS1","OK","negbinomial.size",0.00672271272115601,0.0208060408035467,"CPS1",TRUE,-3.87251191119209,1
"SRSF7","OK","negbinomial.size",0.00673042007760877,0.0208102780062425,"SRSF7",FALSE,3.87230827940382,-1
"TMEM147","OK","negbinomial.size",0.00672749590887702,0.0208102780062425,"TMEM147",FALSE,-3.87230827940382,1
"KIF16B","OK","negbinomial.size",0.00673189446203689,0.0208102780062425,"KIF16B",FALSE,0,0
"CCM2","OK","negbinomial.size",0.00673635949030663,0.0208160281079042,"CCM2",FALSE,-3.87203200691005,1
"SNU13","OK","negbinomial.size",0.00675634354636132,0.0208697105832908,"SNU13",FALSE,-3.86945642558426,1
"TSTA3","OK","negbinomial.size",0.00676791536477566,0.0208973770015156,"TSTA3",FALSE,3.86813163020728,-1
"DUT","OK","negbinomial.size",0.00677652405454443,0.0209158762919523,"DUT",FALSE,3.86724677719123,-1
"TSG101","OK","negbinomial.size",0.00680439602499093,0.0209937948400396,"TSG101",FALSE,-3.86352836873029,1
"ZDHHC12","OK","negbinomial.size",0.00682930804338974,0.0210462786636049,"ZDHHC12",FALSE,-3.86103152005913,1
"STRADB","OK","negbinomial.size",0.00682770065285887,0.0210462786636049,"STRADB",FALSE,-3.86103152005913,1
"KLKB1","OK","negbinomial.size",0.00682744346842849,0.0210462786636049,"KLKB1",FALSE,-3.86103152005913,1
"PPFIA1","OK","negbinomial.size",0.00683475695773429,0.0210549509827505,"PPFIA1",FALSE,-3.8606195454284,1
"ANKRD40","OK","negbinomial.size",0.00684868634225017,0.0210897312373492,"ANKRD40",FALSE,-3.85896902817867,1
"CWC25","OK","negbinomial.size",0.00686323601883391,0.0211263940780053,"CWC25",FALSE,-3.85723211605803,1
"MBTPS2","OK","negbinomial.size",0.00687855560385501,0.0211653977013498,"MBTPS2",FALSE,-3.85538761466607,1
"RCOR1","OK","negbinomial.size",0.00689425244211369,0.0212055316647153,"RCOR1",FALSE,3.85349320375894,-1
"ISY1","OK","negbinomial.size",0.00692672590004534,0.0212972168785157,"ISY1",FALSE,-3.84917887778439,1
"ACAA1","OK","negbinomial.size",0.0069915513322565,0.0214882641138699,"ACAA1",FALSE,-3.84024834805053,1
"TMEM248","OK","negbinomial.size",0.00701660551861311,0.0215569760473808,"TMEM248",FALSE,-3.83705580032099,1
"KANSL1","OK","negbinomial.size",0.00702332331248689,0.0215616144376045,"KANSL1",FALSE,3.83684065459431,-1
"SBNO2","OK","negbinomial.size",0.00702351174835247,0.0215616144376045,"SBNO2",FALSE,0,0
"FBXO7","OK","negbinomial.size",0.00703170126657756,0.0215784657531572,"FBXO7",FALSE,-3.83605941745542,1
"BMP1","OK","negbinomial.size",0.0070422472038808,0.0216025325935553,"BMP1",FALSE,0,0
"MSMO1","OK","negbinomial.size",0.00711196099257222,0.0218080123912681,"MSMO1",FALSE,-3.82547783582984,1
"PPP1R35","OK","negbinomial.size",0.00712709043477142,0.0218376455767862,"PPP1R35",FALSE,-3.82411993717733,1
"CLASRP","OK","negbinomial.size",0.00712670570440254,0.0218376455767862,"CLASRP",FALSE,3.82411993717733,-1
"PALMD","OK","negbinomial.size",0.0071467786078213,0.0218895775604063,"PALMD",TRUE,-3.82174466592475,1
"AK4","OK","negbinomial.size",0.00717361121096286,0.0219549318984313,"AK4",FALSE,-3.81876347684385,1
"TMA16","OK","negbinomial.size",0.00717301663394889,0.0219549318984313,"TMA16",FALSE,3.81876347684385,-1
"KDM6A","OK","negbinomial.size",0.00717896672696886,0.0219629108404319,"KDM6A",FALSE,3.8184001191928,-1
"MVD","OK","negbinomial.size",0.00722012516792509,0.0220803751308417,"MVD",FALSE,-3.81306606809611,1
"GRHPR","OK","negbinomial.size",0.0072260049581071,0.0220814553041047,"GRHPR",FALSE,-3.81301714923326,1
"SH2D4A","OK","negbinomial.size",0.00722478675468861,0.0220814553041047,"SH2D4A",FALSE,0,0
"AADAC","OK","negbinomial.size",0.00723094601149328,0.0220881076367901,"AADAC",FALSE,-3.81271593127715,1
"KLC4","OK","negbinomial.size",0.00728549038840987,0.0222377210442259,"KLC4",FALSE,0,0
"OGDH","OK","negbinomial.size",0.00728427562541036,0.0222377210442259,"OGDH",FALSE,-3.80596528588328,1
"SLC25A1","OK","negbinomial.size",0.0073234101236269,0.0223449294760987,"SLC25A1",FALSE,3.8011558527396,-1
"NDUFB11","OK","negbinomial.size",0.00733987352899992,0.0223866142634498,"NDUFB11",FALSE,-3.79929207626632,1
"SRP72","OK","negbinomial.size",0.00734330381117983,0.0223885313831126,"SRP72",FALSE,3.79920644305904,-1
"BRK1","OK","negbinomial.size",0.00744185121551285,0.0226803329760348,"BRK1",FALSE,3.78625711874734,-1
"XRCC5","OK","negbinomial.size",0.0074534856710944,0.0227028490267075,"XRCC5",FALSE,-3.78526485458575,1
"PSMD7","OK","negbinomial.size",0.00745492126718565,0.0227028490267075,"PSMD7",FALSE,-3.78526485458575,1
"CASP8","OK","negbinomial.size",0.00749042897654251,0.0228022925529719,"CASP8",FALSE,3.78089419750767,-1
"LMAN2","OK","negbinomial.size",0.00749976531844309,0.0228220200531907,"LMAN2",FALSE,3.78002941729198,-1
"INPPL1","OK","negbinomial.size",0.00751639347024861,0.0228639132930174,"INPPL1",FALSE,3.77819545009462,-1
"PLEKHJ1","OK","negbinomial.size",0.00754568989325735,0.0229442952576178,"PLEKHJ1",FALSE,3.77468594602771,-1
"C11orf54","OK","negbinomial.size",0.00756353814482196,0.0229898186821119,"C11orf54",FALSE,-3.77270382705364,1
"PPP2R1A","OK","negbinomial.size",0.00758733109443524,0.0230533698766662,"PPP2R1A",FALSE,3.7699433216716,-1
"EEF1E1","OK","negbinomial.size",0.00760020857775206,0.0230837197813822,"EEF1E1",FALSE,3.76862768129121,-1
"TOB2","OK","negbinomial.size",0.00761413936059897,0.0231172445404811,"TOB2",FALSE,3.76717642305559,-1
"MSN","OK","negbinomial.size",0.00762051942906022,0.0231278278608508,"MSN",FALSE,3.76671871718533,-1
"TSKU","OK","negbinomial.size",0.00764753886603186,0.023201018632673,"TSKU",FALSE,-3.76355909469301,1
"RAB11B","OK","negbinomial.size",0.00766877938283171,0.0232566284812934,"RAB11B",FALSE,-3.76116509161129,1
"SOAT1","OK","negbinomial.size",0.00768192819564805,0.023287666241056,"SOAT1",FALSE,-3.7598314044409,1
"RTKN","OK","negbinomial.size",0.00768986720440518,0.023302892995981,"RTKN",FALSE,0,0
